chunk_id,source_pdf,page_number,report_type,match_name,text
65,Play by Play MLI vs EGY 26 February.pdf,1,Play by Play,MLI vs EGY - 26 Feb 2026,"KANOUTE S assist (1) 08:50 7 METWALY A 3pt FG , jump shot missed 08:47 4 KANOUTE S defensive rebound (1) 4 KANOUTE S 2pt FG fast break in the paint, driving layup 08:45 6-0 6 made (2) 08:34 7 METWALY A turnover bad pass (1) 08:34 9 HAIDARA I steal (2) 12 COULIBALY M 2pt FG from turnover in the paint, layup 08:26 blocked 08:26 10 MAHMOUD A block (1) 08:20 4 AMIN E defensive rebound (1) 08:19 4 AMIN E 3pt FG , jump shot missed 08:16 15 GARDNER P offensive rebound (1) 15 GARDNER P 2pt FG fast break second chance in the 08:15 6-2 4 paint, jump shot made (2) 08:07 4 AMIN E foul personal (1 - 1) 08:07 10 DRAME F foul received (1) 07:59 11 BALLO O 2pt FG in the paint, floating jump shot missed 07:54 10 MAHMOUD A defensive rebound (1) 07:49 6-5 1 7 METWALY A 3pt FG , jump shot made (3) 07:49 15 GARDNER P assist (1) 07:33 9 HAIDARA I 3pt FG , jump shot missed 07:28 8 ABDALATIF M defensive rebound (1) 07:20 7 METWALY A turnover bad pass (2) 07:20 12 COULIBALY M steal (1) 07:14 12 COULIBALY M turnover bad pass (1) 07:14 10 MAHMOUD A steal (1) 07:12 4 KANOUTE S foul personal (1 - 2)"
66,Play by Play MLI vs EGY 26 February.pdf,2,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 07:12 4 AMIN E foul received (2) 07:02 4 AMIN E 2pt FG from turnover in the paint, layup blocked 07:02 9 HAIDARA I block (1) 06:58 4 KANOUTE S defensive rebound (2) 06:58 7 METWALY A foul shooting (1 - 2) 06:58 4 KANOUTE S foul received (1) 06:58 4 KANOUTE S free throw fast break 1 - 2 missed 06:58 4 KANOUTE S free throw fast break 2 - 2 made (3) 7-5 2 06:50 7 METWALY A 2pt FG in the paint, layup blocked 06:50 9 HAIDARA I block (2) 06:50 offensive rebound (5) 06:42 15 GARDNER P 3pt FG second chance, jump shot missed 06:39 12 COULIBALY M defensive rebound (1) 06:33 4 KANOUTE S turnover ball handling (1) 06:33 7 METWALY A steal (1) 06:14 15 GARDNER P 3pt FG from turnover, jump shot missed 06:11 11 BALLO O defensive rebound (1) 9 HAIDARA I 2pt FG fast break in the paint, alley-oop dunk 06:07 9-5 4 made (2) 06:07 4 KANOUTE S assist"
67,Play by Play MLI vs EGY 26 February.pdf,2,Play by Play,MLI vs EGY - 26 Feb 2026,"turnover ball handling (1) 06:33 7 METWALY A steal (1) 06:14 15 GARDNER P 3pt FG from turnover, jump shot missed 06:11 11 BALLO O defensive rebound (1) 9 HAIDARA I 2pt FG fast break in the paint, alley-oop dunk 06:07 9-5 4 made (2) 06:07 4 KANOUTE S assist (2) 05:48 9-7 2 10 MAHMOUD A 2pt FG in the paint, layup made (2) 05:48 8 ABDALATIF M assist (1) 05:39 4 KANOUTE S 2pt FG in the paint, layup missed 05:35 11 BALLO O offensive rebound (2) 11 BALLO O 2pt FG second chance in the paint, layup 05:34 11-7 4 made (4) 05:25 11-10 1 7 METWALY A 3pt FG , jump shot made (6) 05:04 8 ABDALATIF M foul shooting (1 - 3) 05:04 4 KANOUTE S foul received (2) 05:04 4 KANOUTE S free throw 1 - 2 made (4) 12-10 2 05:04 4 KANOUTE S free throw 2 - 2 missed 05:03 11 BALLO O offensive rebound (3) 11 BALLO O 2pt FG second chance in the paint, tip-in layup 05:03 14-10 4 made (6) 04:51 15 GARDNER P 2pt FG in the paint, layup missed 04:47 15 GARDNER P offensive rebound (2) 15 GARDNER P 2pt FG second chance in the paint, layup 04:47 missed 04:42 4 KANOUTE S defensive rebound (3) 04:31 10 DRAME F 3pt FG , jump shot missed 04:27 11 BALLO O offensive rebound (4) 11 BALLO O 2pt FG second chance in the paint, layup 04:27 missed 04:27 10 DRAME F offensive rebound (1)"
68,Play by Play MLI vs EGY 26 February.pdf,3,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 10 DRAME F 2pt FG second chance in the paint, jump shot 04:27 16-10 6 made (4) 04:23 10 DRAME F foul personal (2 - 3) 04:23 10 MAHMOUD A foul received (1) 04:23 10 DRAME F substitution out 04:23 14 DRAME H substitution in 04:11 7 METWALY A 3pt FG , jump shot missed 04:11 8 ABDALATIF M offensive rebound (2) 8 ABDALATIF M 2pt FG second chance in the paint, layup 04:11 16-12 4 made (2) 03:53 10 MAHMOUD A foul shooting (1 - 4) 03:53 11 BALLO O foul received (1) 03:53 4 AMIN E substitution out 03:53 10 MAHMOUD A substitution out 03:53 5 ABDELHALIM A substitution in 03:53 55 ORABY O substitution in 03:53 11 BALLO O free throw 1 - 2 made (7) 17-12 5 03:53 4 KANOUTE S assist (3) 03:53 11 BALLO O free throw 2 - 2 made (8) 18-12 6 03:53 11 BALLO O substitution out 03:53 12 COULIBALY M substitution out 03:53 24 SISSOKO M substitution in 03:53"
69,Play by Play MLI vs EGY 26 February.pdf,3,Play by Play,MLI vs EGY - 26 Feb 2026,"11 BALLO O free throw 1 - 2 made (7) 17-12 5 03:53 4 KANOUTE S assist (3) 03:53 11 BALLO O free throw 2 - 2 made (8) 18-12 6 03:53 11 BALLO O substitution out 03:53 12 COULIBALY M substitution out 03:53 24 SISSOKO M substitution in 03:53 35 DIARRA M substitution in 03:38 4 KANOUTE S foul shooting (2 - 4) 03:38 5 ABDELHALIM A foul received (1) 03:38 18-13 5 5 ABDELHALIM A free throw 1 - 2 made (1) 03:38 18-14 4 5 ABDELHALIM A free throw 2 - 2 made (2) 03:38 4 KANOUTE S substitution out 03:38 8 TOGO A substitution in 03:25 8 TOGO A 2pt FG in the paint, layup missed 03:22 24 SISSOKO M offensive rebound (1) 03:18 8 TOGO A 3pt FG second chance, jump shot missed 03:15 55 ORABY O defensive rebound (1) 03:11 18-17 1 7 METWALY A 3pt FG fast break, jump shot made (9) 02:49 8 TOGO A turnover out of bounds (1) 02:42 14 DRAME H foul personal (1 - 5) 02:42 5 ABDELHALIM A foul received (2) 02:42 15 GARDNER P substitution out 02:42 28 ABDELGAWAD K substitution in 02:42 18-18 0 5 ABDELHALIM A free throw 1 - 2 made (3) 02:42 18-19 -1 5 ABDELHALIM A free throw 2 - 2 made (4) 02:23 14 DRAME H 3pt FG , jump shot missed 02:20 28 ABDELGAWAD K defensive rebound (1) 02:06 5 ABDELHALIM A 3pt FG , jump shot missed"
70,Play by Play MLI vs EGY 26 February.pdf,4,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 02:02 28 ABDELGAWAD K offensive rebound (2) 01:57 7 METWALY A 3pt FG second chance, jump shot missed 01:57 defensive rebound (11) 01:57 9 HAIDARA I substitution out 01:57 11 BALLO O substitution in 01:57 7 METWALY A substitution out 01:57 9 MOUSSA A substitution in 01:32 35 DIARRA M 2pt FG outside the paint, jump shot missed 01:29 24 SISSOKO M offensive rebound (2) 24 SISSOKO M 2pt FG second chance in the paint, jump 01:28 shot missed 01:26 8 TOGO A offensive rebound (1) 01:26 9 MOUSSA A foul shooting (1 - 5) 01:26 35 DIARRA M foul received (1) 01:26 35 DIARRA M free throw 1 - 3 made (1) 19-19 0 01:26 8 TOGO A assist (1) 01:26 35 DIARRA M free throw 2 - 3 made (2) 20-19 1 01:26 35 DIARRA M free throw 3 - 3 made (3) 21-19 2 01:09 9 MOUSSA A 3pt FG , jump shot missed 01:06 28 ABDELGAWAD K offensive rebound (3) 8 ABDALATIF M 2pt FG"
71,Play by Play MLI vs EGY 26 February.pdf,4,Play by Play,MLI vs EGY - 26 Feb 2026,"assist (1) 01:26 35 DIARRA M free throw 2 - 3 made (2) 20-19 1 01:26 35 DIARRA M free throw 3 - 3 made (3) 21-19 2 01:09 9 MOUSSA A 3pt FG , jump shot missed 01:06 28 ABDELGAWAD K offensive rebound (3) 8 ABDALATIF M 2pt FG second chance in the paint, layup 01:04 missed 00:59 35 DIARRA M defensive rebound (1) 00:55 35 DIARRA M turnover ball handling (1) 00:55 8 ABDALATIF M steal (1) 5 ABDELHALIM A 2pt FG from turnover in the paint, floating 00:45 jump shot missed 00:42 8 TOGO A defensive rebound (2) 00:37 11 BALLO O 2pt FG fast break in the paint, dunk, made (10) 23-19 4 00:37 14 DRAME H assist (1) 00:19 28 ABDELGAWAD K 2pt FG in the paint, layup missed 00:15 14 DRAME H defensive rebound (1) 00:11 8 TOGO A 3pt FG fast break, jump shot made (3) 26-19 7 00:11 14 DRAME H assist (2) 00:00 26-22 4 5 ABDELHALIM A 3pt FG fast break, jump shot made (7)"
72,Play by Play MLI vs EGY 26 February.pdf,5,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Quarter 2 Quarter Starters: MLI 8 Togo A 11 Ballo O 14 Drame H 24 Sissoko M 35 Diarra M EGY 1 Zahran I 5 Abdelhalim A 9 Moussa A 28 Abdelgawad K 55 Oraby O Game Time MLI Score Diff EGY 10:00 8 TOGO A substitution out 10:00 9 HAIDARA I substitution in 10:00 8 ABDALATIF M substitution out 10:00 1 ZAHRAN I substitution in 10:00 9 HAIDARA I substitution out 10:00 8 TOGO A substitution in 09:41 9 MOUSSA A 3pt FG , jump shot missed 09:41 defensive rebound (17) 09:41 55 ORABY O foul personal (1 - 1) 09:41 11 BALLO O foul received (2) 09:22 24 SISSOKO M foul offensive (1 - 1) 09:22 28 ABDELGAWAD K foul received (1) 09:22 24 SISSOKO M turnover offensive (1) 9 MOUSSA A 2pt FG from turnover in the paint, layup 08:57 missed 08:57 offensive rebound (12) 08:44 14 DRAME H foul shooting (2 - 2) 08:44 5 ABDELHALIM A foul received (3) 08:44 26-23 3 5 ABDELHALIM A free throw 1 - 3"
73,Play by Play MLI vs EGY 26 February.pdf,5,Play by Play,MLI vs EGY - 26 Feb 2026,"24 SISSOKO M turnover offensive (1) 9 MOUSSA A 2pt FG from turnover in the paint, layup 08:57 missed 08:57 offensive rebound (12) 08:44 14 DRAME H foul shooting (2 - 2) 08:44 5 ABDELHALIM A foul received (3) 08:44 26-23 3 5 ABDELHALIM A free throw 1 - 3 made (8) 08:44 26-24 2 5 ABDELHALIM A free throw 2 - 3 made (9) 08:44 26-25 1 5 ABDELHALIM A free throw 3 - 3 made (10) 08:44 14 DRAME H substitution out 08:44 24 SISSOKO M substitution out 08:44 9 HAIDARA I substitution in 08:44 12 COULIBALY M substitution in 08:28 35 DIARRA M 2pt FG in the paint, layup made (5) 28-25 3 08:28 11 BALLO O assist (2) 08:12 28-27 1 28 ABDELGAWAD K 2pt FG in the paint, layup made (2) 08:12 9 MOUSSA A assist (1) 07:53 35 DIARRA M 3pt FG , jump shot missed 07:50 55 ORABY O defensive rebound (2) 07:37 28 ABDELGAWAD K 2pt FG in the paint, layup blocked 07:37 9 HAIDARA I block (3) 07:31 11 BALLO O defensive rebound (5) 07:25 9 HAIDARA I 3pt FG , jump shot missed 07:22 9 MOUSSA A defensive rebound (1) 07:18 5 ABDELHALIM A 3pt FG , jump shot missed 07:14 9 HAIDARA I defensive rebound (1)"
74,Play by Play MLI vs EGY 26 February.pdf,6,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 07:11 8 TOGO A turnover bad pass (2) 07:11 5 ABDELHALIM A steal (1) 9 MOUSSA A 2pt FG fast break from turnover in the paint, 07:05 28-29 -1 layup made (2) 06:50 12 COULIBALY M turnover bad pass (2) 06:50 8 TOGO A substitution out 06:50 4 KANOUTE S substitution in 06:34 9 MOUSSA A 3pt FG from turnover, jump shot missed 06:34 9 HAIDARA I defensive rebound (2) 06:34 5 ABDELHALIM A substitution out 06:34 4 AMIN E substitution in 06:13 11 BALLO O 2pt FG in the paint, dunk, made (12) 30-29 1 06:13 4 KANOUTE S assist (4) 05:57 28 ABDELGAWAD K turnover ball handling (1) 05:57 11 BALLO O steal (1) 05:54 9 MOUSSA A foul personal (2 - 2) 05:54 4 KANOUTE S foul received (3) 05:54 55 ORABY O substitution out 05:54 10 MAHMOUD A substitution in 4 KANOUTE S 2pt FG from turnover in the paint, floating 05:45 32-29 3 jump shot made (6) 05:30 1 ZAHRAN I 3pt FG ,"
75,Play by Play MLI vs EGY 26 February.pdf,6,Play by Play,MLI vs EGY - 26 Feb 2026,"A foul personal (2 - 2) 05:54 4 KANOUTE S foul received (3) 05:54 55 ORABY O substitution out 05:54 10 MAHMOUD A substitution in 4 KANOUTE S 2pt FG from turnover in the paint, floating 05:45 32-29 3 jump shot made (6) 05:30 1 ZAHRAN I 3pt FG , jump shot missed 05:27 12 COULIBALY M defensive rebound (2) 05:20 11 BALLO O turnover bad pass (1) 05:20 9 MOUSSA A steal (1) 1 ZAHRAN I 2pt FG fast break from turnover in the paint, 05:13 32-31 1 dunk, made (2) 05:13 9 MOUSSA A assist (2) 04:50 4 KANOUTE S turnover bad pass (2) 04:50 9 MOUSSA A steal (2) 10 MAHMOUD A 2pt FG from turnover in the paint, layup 04:41 missed 04:38 28 ABDELGAWAD K offensive rebound (4) 28 ABDELGAWAD K 2pt FG from turnover second chance in 04:37 the paint, layup blocked 04:37 9 HAIDARA I block (4) 04:28 11 BALLO O defensive rebound (6) 04:23 12 COULIBALY M 2pt FG in the paint, layup missed 04:17 35 DIARRA M offensive rebound (2) 35 DIARRA M 2pt FG fast break second chance in the paint, 04:17 34-31 3 tip-in dunk made (7) 28 ABDELGAWAD K 2pt FG outside the paint, jump shot 04:11 missed 04:08 1 ZAHRAN I offensive rebound (1) 04:03 4 AMIN E 3pt FG second chance, jump shot missed 04:00 35 DIARRA M defensive rebound (3)"
76,Play by Play MLI vs EGY 26 February.pdf,7,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 03:50 35 DIARRA M 2pt FG in the paint, layup made (9) 36-31 5 03:50 11 BALLO O assist (3) 03:50 Timeout Full 03:50 35 DIARRA M substitution out 03:50 16 KEITA M substitution in 03:50 9 MOUSSA A substitution out 03:50 28 ABDELGAWAD K substitution out 03:50 7 METWALY A substitution in 03:50 15 GARDNER P substitution in 03:32 1 ZAHRAN I 3pt FG , jump shot missed 03:29 9 HAIDARA I defensive rebound (3) 03:19 11 BALLO O 2pt FG in the paint, dunk, made (14) 38-31 7 03:19 12 COULIBALY M assist (1) 03:00 15 GARDNER P turnover bad pass (1) 03:00 11 BALLO O steal (2) 11 BALLO O 2pt FG from turnover in the paint, dunk, made 02:44 40-31 9 (16) 02:44 4 KANOUTE S assist (5) 10 MAHMOUD A 2pt FG in the paint, turnaround jump shot 02:25 missed 02:20 12 COULIBALY M defensive rebound (3) 02:02 4 KANOUTE S 2pt FG in the paint, reverse layup made (8) 42-31 11 02:02 Timeout"
77,Play by Play MLI vs EGY 26 February.pdf,7,Play by Play,MLI vs EGY - 26 Feb 2026,"paint, dunk, made 02:44 40-31 9 (16) 02:44 4 KANOUTE S assist (5) 10 MAHMOUD A 2pt FG in the paint, turnaround jump shot 02:25 missed 02:20 12 COULIBALY M defensive rebound (3) 02:02 4 KANOUTE S 2pt FG in the paint, reverse layup made (8) 42-31 11 02:02 Timeout Full 02:02 1 ZAHRAN I substitution out 02:02 5 ABDELHALIM A substitution in 01:36 15 GARDNER P 2pt FG in the paint, jump shot missed 01:28 4 KANOUTE S defensive rebound (4) 01:16 12 COULIBALY M 2pt FG in the paint, layup made (2) 44-31 13 01:16 4 KANOUTE S assist (6) 01:12 5 ABDELHALIM A 2pt FG in the paint, layup missed 01:08 4 KANOUTE S defensive rebound (5) 01:00 11 BALLO O 2pt FG in the paint, layup missed 00:57 7 METWALY A defensive rebound (1) 00:49 7 METWALY A 3pt FG , jump shot missed 00:45 9 HAIDARA I defensive rebound (4) 00:29 4 KANOUTE S 2pt FG in the paint, driving layup made (10) 46-31 15 5 ABDELHALIM A 2pt FG in the paint, floating jump shot 00:05 46-33 13 made (12) 00:05 11 BALLO O foul shooting (1 - 3) 00:05 5 ABDELHALIM A foul received (4) 00:05 46-34 12 5 ABDELHALIM A free throw 1 - 1 made (13)"
78,Play by Play MLI vs EGY 26 February.pdf,8,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Quarter 3 Quarter Starters: MLI 4 Kanoute S 9 Haidara I 10 Drame F 11 Ballo O 12 Coulibaly M EGY 4 Amin E 7 Metwaly A 8 Abdalatif M 10 Mahmoud A 28 Abdelgawad K Game Time MLI Score Diff EGY 10:00 16 KEITA M substitution out 10:00 10 DRAME F substitution in 10:00 5 ABDELHALIM A substitution out 10:00 15 GARDNER P substitution out 10:00 8 ABDALATIF M substitution in 10:00 28 ABDELGAWAD K substitution in 09:45 12 COULIBALY M 2pt FG in the paint, layup made (4) 48-34 14 09:45 11 BALLO O assist (4) 09:31 48-36 12 4 AMIN E 2pt FG in the paint, driving layup made (2) 09:19 10 DRAME F 2pt FG in the paint, layup missed 09:14 11 BALLO O offensive rebound (7) 11 BALLO O 2pt FG second chance in the paint, layup 09:13 blocked 09:13 28 ABDELGAWAD K block (1) 09:08 28 ABDELGAWAD K defensive rebound (5) 09:08 4 AMIN E 2pt FG in the paint, layup missed 09:08 10 DRAME F defensive rebound (2)"
79,Play by Play MLI vs EGY 26 February.pdf,8,Play by Play,MLI vs EGY - 26 Feb 2026,"11 BALLO O offensive rebound (7) 11 BALLO O 2pt FG second chance in the paint, layup 09:13 blocked 09:13 28 ABDELGAWAD K block (1) 09:08 28 ABDELGAWAD K defensive rebound (5) 09:08 4 AMIN E 2pt FG in the paint, layup missed 09:08 10 DRAME F defensive rebound (2) 09:08 28 ABDELGAWAD K foul shooting (1 - 1) 09:08 4 KANOUTE S foul received (4) 09:08 4 KANOUTE S free throw fast break 1 - 3 missed 09:08 4 KANOUTE S free throw fast break 2 - 3 made (11) 49-36 13 09:08 4 KANOUTE S free throw fast break 3 - 3 made (12) 50-36 14 08:50 4 AMIN E 3pt FG , jump shot missed 08:47 4 KANOUTE S defensive rebound (6) 08:36 4 KANOUTE S turnover bad pass (3) 08:36 4 AMIN E steal (1) 08:30 9 HAIDARA I foul shooting (1 - 1) 08:30 28 ABDELGAWAD K foul received (2) 08:30 50-37 13 28 ABDELGAWAD K free throw fast break 1 - 2 made (3) 08:30 4 AMIN E assist (1) 08:30 28 ABDELGAWAD K free throw fast break 2 - 2 missed 08:30 11 BALLO O defensive rebound (8) 08:15 9 HAIDARA I 3pt FG , jump shot missed 08:12 12 COULIBALY M offensive rebound (4) 9 HAIDARA I 2pt FG second chance in the paint, dunk, 08:09 52-37 15 made (4) 08:09 4 KANOUTE S assist (7) 07:47 11 BALLO O foul personal (2 - 2)"
80,Play by Play MLI vs EGY 26 February.pdf,9,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 07:47 7 METWALY A foul received (1) 07:42 7 METWALY A turnover ball handling (3) 4 KANOUTE S 2pt FG from turnover in the paint, driving 07:21 54-37 17 layup made (14) 07:08 54-40 14 7 METWALY A 3pt FG , jump shot made (12) 07:08 4 AMIN E assist (2) 10 DRAME F 2pt FG in the paint, fade away jump shot 06:44 missed 06:38 7 METWALY A defensive rebound (2) 06:37 8 ABDALATIF M 2pt FG in the paint, layup blocked 06:37 9 HAIDARA I block (5) 06:37 offensive rebound (20) 28 ABDELGAWAD K 2pt FG second chance in the paint, 06:33 layup missed 06:28 28 ABDELGAWAD K offensive rebound (6) 28 ABDELGAWAD K 2pt FG second chance in the paint, 06:27 reverse layup missed 06:23 10 DRAME F defensive rebound (3) 06:08 9 HAIDARA I 3pt FG , jump shot missed 06:05 7 METWALY A defensive rebound (3) 05:55 7 METWALY A turnover bad pass (4) 05:55 4 KANOUTE S steal (1) 11 BALLO O 2pt"
81,Play by Play MLI vs EGY 26 February.pdf,9,Play by Play,MLI vs EGY - 26 Feb 2026,"chance in the paint, 06:27 reverse layup missed 06:23 10 DRAME F defensive rebound (3) 06:08 9 HAIDARA I 3pt FG , jump shot missed 06:05 7 METWALY A defensive rebound (3) 05:55 7 METWALY A turnover bad pass (4) 05:55 4 KANOUTE S steal (1) 11 BALLO O 2pt FG from turnover in the paint, dunk, made 05:44 56-40 16 (18) 05:44 12 COULIBALY M assist (2) 8 ABDALATIF M 2pt FG in the paint, floating jump shot 05:22 56-42 14 made (4) 10 DRAME F 2pt FG in the paint, floating jump shot made 05:05 58-42 16 (6) 04:51 7 METWALY A 3pt FG , jump shot missed 04:48 9 HAIDARA I defensive rebound (5) 04:35 11 BALLO O 2pt FG in the paint, layup blocked 04:35 10 MAHMOUD A block (2) 04:35 offensive rebound (37) 04:35 9 HAIDARA I substitution out 04:35 11 BALLO O substitution out 04:35 24 SISSOKO M substitution in 04:35 35 DIARRA M substitution in 04:35 7 METWALY A substitution out 04:35 5 ABDELHALIM A substitution in 04:35 10 DRAME F substitution out 04:35 11 BALLO O substitution in 04:30 35 DIARRA M 3pt FG second chance, jump shot made (12) 61-42 19 04:30 4 KANOUTE S assist (8) 04:12 5 ABDELHALIM A foul offensive (1 - 2) 04:12 35 DIARRA M foul received (2)"
82,Play by Play MLI vs EGY 26 February.pdf,10,Play by Play,MLI vs EGY - 26 Feb 2026,"FIBA Basketball World Cup 2027 African Play by Play Qualifiers Borg Elarab Arena, Thu 26 Feb 2026 Start time: 23:00 Game No.: 29779-D-1 Attendance: 2000 Mali 86 - 77 Egypt Game Duration: 01:46 (26-22, 20-12, 23-16, 17-27) Report Generated: Thu 05 Mar 2026 18:24 Crew Chief: Yann Vezo Davidson (MAD) Umpire(s): Didier Gaga (RWA) , Oumar SY (MTN) Q1 Q2 Q3 Q4 Scoring by 5 Minute intervals MLI 14 26 32 46 58 69 73 86 EGY 10 22 31 34 42 50 59 77 Game Time MLI Score Diff EGY 04:12 5 ABDELHALIM A turnover offensive (1) 03:55 10 MAHMOUD A foul shooting (2 - 3) 03:55 11 BALLO O foul received (3) 03:55 11 BALLO O free throw 1 - 2 missed 03:55 11 BALLO O free throw 2 - 2 missed 03:54 24 SISSOKO M offensive rebound (3) 11 BALLO O 2pt FG from turnover second chance in the 03:50 63-42 21 paint, layup made (20) 03:50 Timeout Full 03:50 28 ABDELGAWAD K substitution out 03:50 55 ORABY O substitution in 03:42 5 ABDELHALIM A 3pt FG , jump shot missed 03:39 35 DIARRA M defensive rebound (4) 03:26 5 ABDELHALIM A foul shooting (2 - 4) 03:26 12 COULIBALY M foul received (1) 03:26 foul coach technical (5) 03:26 4 KANOUTE S free throw 1 - 1 missed 03:26 12 COULIBALY M free throw 1 - 2 made (5) 64-42 22 03:26 4 KANOUTE S assist (9) 03:26 12 COULIBALY M free throw 2 - 2 made (6) 65-42 23 03:11 65-44 21 4 AMIN E"
